EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Over18,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM494,44,36-45,No,Travel_Rarely,Human Resources,1,Life Sciences,Poor,Female,2,Human Resources,Average,Single,5985,Y,No,11,Average,10,2,2,0,2.0
RM498,44,36-45,No,Travel_Rarely,Research & Development,3,Other,Good,Male,5,Manager,Good,Married,19513,Y,Yes,12,Average,26,2,2,0,1.0
RM544,44,36-45,No,Non_Travel,Research & Development,24,Medical,Poor,Male,1,Laboratory Technician,Average,Single,3708,Y,No,14,Average,9,5,2,1,4.0
RM618,44,36-45,No,Travel_Rarely,Research & Development,4,Medical,Good,Male,2,Healthcare Representative,Poor,Single,5933,Y,No,12,Average,10,5,2,2,3.0
RM632,44,36-45,No,Travel_Rarely,Research & Development,8,Life Sciences,Poor,Male,1,Laboratory Technician,Good,Married,2818,Y,Yes,24,Good,10,3,2,0,2.0
RM659,44,36-45,No,Travel_Rarely,Research & Development,9,Life Sciences,Poor,Male,1,Research Scientist,Poor,Married,2559,Y,Yes,13,Average,8,8,7,7,1.0
RM751,44,36-45,No,Travel_Rarely,Sales,28,Medical,Good,Female,4,Sales Executive,Good,Married,13320,Y,Yes,18,Average,23,12,11,11,11.0
RM790,44,36-45,Yes,Travel_Rarely,Human Resources,1,Medical,Poor,Male,3,Human Resources,Poor,Married,10482,Y,No,14,Average,24,20,6,3,6.0
RM858,44,36-45,Yes,Travel_Rarely,Research & Development,10,Life Sciences,Average,Male,1,Research Scientist,Average,Single,2936,Y,Yes,11,Average,6,6,4,0,2.0
RM863,44,36-45,No,Non_Travel,Research & Development,17,Life Sciences,Good,Male,1,Research Scientist,Average,Single,2290,Y,No,13,Average,6,0,0,0,0.0
RM876,44,36-45,No,Travel_Rarely,Research & Development,29,Other,Good,Male,2,Research Scientist,Good,Single,4541,Y,No,25,Good,20,20,11,13,17.0
RM892,44,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,Poor,Female,1,Research Scientist,Good,Married,2011,Y,No,13,Average,10,10,5,7,7.0
RM908,44,36-45,No,Travel_Rarely,Sales,5,Marketing,Poor,Male,5,Manager,Poor,Married,18213,Y,No,11,Average,26,22,9,3,10.0
RM923,44,36-45,No,Travel_Rarely,Research & Development,4,Life Sciences,Average,Male,5,Manager,Poor,Divorced,19190,Y,No,14,Average,26,25,9,14,13.0
RM929,44,36-45,Yes,Travel_Rarely,Research & Development,15,Medical,Poor,Female,3,Healthcare Representative,Good,Married,7978,Y,No,11,Average,10,10,7,0,5.0
RM954,44,36-45,Yes,Travel_Rarely,Research & Development,3,Life Sciences,Poor,Male,1,Laboratory Technician,Poor,Married,2362,Y,No,12,Average,10,3,2,1,2.0
RM1043,44,36-45,No,Non_Travel,Research & Development,5,Life Sciences,Average,Male,1,Laboratory Technician,Average,Single,3162,Y,No,14,Average,7,5,2,0,3.0
RM1047,44,36-45,No,Travel_Rarely,Research & Development,20,Life Sciences,Good,Male,1,Research Scientist,Poor,Single,3420,Y,No,13,Average,6,5,2,1,3.0
RM1052,44,36-45,No,Travel_Frequently,Sales,1,Marketing,Poor,Female,2,Sales Executive,Average,Married,4768,Y,No,12,Average,11,1,0,0,0.0
RM1063,44,36-45,No,Travel_Frequently,Research & Development,2,Medical,Poor,Male,3,Manufacturing Director,Average,Single,10209,Y,Yes,18,Average,16,2,2,2,2.0
RM1079,44,36-45,No,Travel_Rarely,Research & Development,28,Life Sciences,Good,Male,4,Research Director,Poor,Married,16328,Y,No,13,Average,24,20,6,14,17.0
RM1141,44,36-45,No,Travel_Rarely,Research & Development,7,Medical,Poor,Female,5,Research Director,Good,Divorced,19049,Y,Yes,14,Average,23,22,7,1,10.0
RM1166,44,36-45,No,Travel_Frequently,Human Resources,1,Human Resources,Poor,Male,2,Human Resources,Good,Married,5743,Y,Yes,11,Average,14,10,7,0,2.0
RM1201,44,36-45,No,Travel_Rarely,Human Resources,1,Life Sciences,Average,Female,1,Human Resources,Good,Divorced,3195,Y,Yes,18,Average,8,2,2,2,2.0
RM1215,44,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,Average,Female,3,Healthcare Representative,Good,Married,7879,Y,Yes,19,Average,9,8,7,6,7.0
RM1280,44,36-45,Yes,Travel_Frequently,Research & Development,1,Medical,Average,Male,1,Research Scientist,Poor,Divorced,2342,Y,Yes,12,Average,6,5,3,2,3.0
RM1353,44,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Male,2,Healthcare Representative,Poor,Married,5033,Y,No,15,Average,10,2,0,2,2.0
RM1436,44,36-45,No,Travel_Rarely,Research & Development,1,Medical,Poor,Male,1,Research Scientist,Good,Single,2436,Y,Yes,12,Average,6,4,3,1,2.0
RM068,45,36-45,No,Travel_Rarely,Research & Development,7,Life Sciences,Poor,Male,3,Research Scientist,Poor,Divorced,9724,Y,No,17,Average,25,1,0,0,0.0
RM078,45,36-45,No,Travel_Rarely,Research & Development,6,Other,Good,Male,3,Research Director,Poor,Married,13245,Y,Yes,14,Average,17,0,0,0,3.0
RM142,45,36-45,No,Travel_Rarely,Research & Development,29,Medical,Average,Male,1,Research Scientist,Good,Single,3452,Y,No,13,Average,9,6,5,0,3.0
RM154,45,36-45,No,Travel_Rarely,Research & Development,9,Life Sciences,Poor,Male,2,Laboratory Technician,Poor,Divorced,2348,Y,No,18,Average,20,17,9,0,15.0
RM175,45,36-45,No,Travel_Rarely,Sales,4,Life Sciences,Average,Female,2,Sales Executive,Poor,Divorced,5006,Y,Yes,11,Average,9,5,4,0,3.0
RM195,45,36-45,No,Non_Travel,Research & Development,2,Medical,Poor,Male,4,Manager,Good,Married,16792,Y,No,23,Good,22,20,8,11,8.0
RM219,45,36-45,No,Non_Travel,Sales,6,Medical,Good,Female,3,Sales Executive,Good,Single,8865,Y,No,12,Average,23,19,7,12,8.0
RM245,45,36-45,No,Travel_Rarely,Research & Development,1,Other,Average,Male,5,Manager,Good,Married,19202,Y,No,11,Average,25,24,0,1,7.0
RM250,45,36-45,No,Travel_Frequently,Research & Development,7,Life Sciences,Poor,Male,2,Manufacturing Director,Average,Married,6434,Y,No,17,Average,9,3,2,0,3.0
RM269,45,36-45,No,Travel_Rarely,Research & Development,20,Medical,Average,Male,4,Healthcare Representative,Good,Married,13496,Y,Yes,14,Average,21,20,7,4,10.0
RM312,45,36-45,No,Travel_Frequently,Research & Development,7,Life Sciences,Poor,Male,3,Laboratory Technician,Poor,Divorced,5210,Y,No,18,Average,24,24,9,9,11.0
RM335,45,36-45,No,Travel_Rarely,Research & Development,8,Other,Good,Male,2,Research Scientist,Good,Married,3697,Y,No,14,Average,12,10,9,9,8.0
RM408,45,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,Poor,Male,1,Research Scientist,Good,Married,2654,Y,No,21,Good,8,2,2,0,3.0
RM453,45,36-45,No,Travel_Rarely,Sales,2,Other,Good,Male,2,Sales Executive,Poor,Married,4805,Y,No,19,Average,9,8,7,3,7.0
RM505,45,36-45,Yes,Travel_Frequently,Sales,26,Life Sciences,Poor,Female,2,Sales Executive,Poor,Married,4286,Y,No,14,Average,5,1,1,0,0.0
RM565,45,36-45,No,Travel_Rarely,Sales,2,Technical Degree,Poor,Male,2,Sales Representative,Average,Single,6632,Y,No,13,Average,9,8,7,3,1.0
RM604,45,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,Poor,Female,1,Research Scientist,Average,Single,2274,Y,No,14,Average,1,1,0,0,0.0
RM626,45,36-45,No,Travel_Rarely,Sales,9,Marketing,Good,Male,3,Sales Executive,Poor,Divorced,10761,Y,Yes,12,Average,18,5,4,0,2.0
RM697,45,36-45,No,Non_Travel,Research & Development,4,Life Sciences,Average,Male,2,Laboratory Technician,Poor,Married,4447,Y,No,12,Average,9,9,7,0,8.0
RM714,45,36-45,No,Travel_Rarely,Research & Development,1,Medical,Good,Female,1,Laboratory Technician,Good,Divorced,2270,Y,No,14,Average,8,5,3,0,2.0
RM719,45,36-45,No,Non_Travel,Research & Development,23,Life Sciences,Good,Male,2,Laboratory Technician,Poor,Married,3633,Y,Yes,15,Average,9,9,8,0,8.0
RM756,45,36-45,No,Travel_Rarely,Sales,11,Life Sciences,Good,Female,4,Manager,Good,Married,17650,Y,No,13,Average,26,9,3,1,1.0
RM760,45,36-45,No,Travel_Rarely,Human Resources,24,Medical,Poor,Male,1,Human Resources,Poor,Single,2177,Y,No,16,Average,6,6,3,0,4.0
RM806,45,36-45,No,Non_Travel,Sales,9,Life Sciences,Poor,Female,2,Sales Executive,Average,Married,5593,Y,No,13,Average,15,15,10,4,12.0
RM855,45,36-45,No,Travel_Rarely,Research & Development,7,Medical,Poor,Female,1,Research Scientist,Average,Married,4477,Y,Yes,19,Average,7,3,2,0,2.0
RM914,45,36-45,Yes,Travel_Rarely,Sales,2,Marketing,Poor,Female,5,Manager,Poor,Single,18824,Y,Yes,16,Average,26,24,10,1,11.0
RM937,45,36-45,No,Travel_Frequently,Research & Development,25,Medical,Poor,Female,5,Manager,Poor,Single,18061,Y,No,22,Good,22,0,0,0,0.0
RM1035,45,36-45,No,Travel_Rarely,Research & Development,20,Medical,Poor,Male,3,Healthcare Representative,Poor,Divorced,10851,Y,Yes,18,Average,24,7,7,0,7.0
RM1038,45,36-45,No,Travel_Rarely,Research & Development,29,Technical Degree,Poor,Male,3,Manufacturing Director,Good,Married,9380,Y,Yes,18,Average,10,3,1,1,2.0
RM1093,45,36-45,No,Travel_Rarely,Research & Development,28,Technical Degree,Good,Male,1,Research Scientist,Good,Married,2132,Y,No,20,Good,8,5,4,0,3.0
RM1100,45,36-45,No,Travel_Rarely,Research & Development,1,Technical Degree,Poor,Male,3,Healthcare Representative,Poor,Divorced,7441,Y,No,12,Average,10,10,8,7,7.0
RM1143,45,36-45,No,Travel_Rarely,Research & Development,5,Medical,Average,Female,2,Laboratory Technician,Poor,Single,5769,Y,Yes,14,Average,10,10,7,1,4.0
RM1144,45,36-45,No,Non_Travel,Sales,26,Marketing,Poor,Male,2,Sales Executive,Poor,Married,4385,Y,No,15,Average,10,10,7,4,5.0
RM1161,45,36-45,No,Travel_Rarely,Research & Development,2,Other,Good,Female,2,Manufacturing Director,Good,Divorced,5770,Y,No,19,Average,10,10,7,3,9.0
RM1222,45,36-45,No,Non_Travel,Research & Development,1,Life Sciences,Average,Male,3,Healthcare Representative,Average,Married,10748,Y,No,23,Good,25,23,15,14,4.0
RM1226,45,36-45,No,Travel_Rarely,Research & Development,28,Technical Degree,Good,Female,4,Research Director,Poor,Single,16704,Y,No,11,Average,21,21,6,8,6.0
RM1244,45,36-45,No,Travel_Rarely,Human Resources,4,Life Sciences,Average,Female,3,Human Resources,Average,Married,9756,Y,No,21,Good,9,5,0,0,3.0
RM1315,45,36-45,No,Non_Travel,Sales,2,Life Sciences,Average,Female,2,Sales Executive,Average,Married,5154,Y,No,22,Good,10,8,7,5,7.0
RM1347,45,36-45,No,Travel_Rarely,Research & Development,25,Life Sciences,Poor,Female,2,Manufacturing Director,Good,Married,5906,Y,No,13,Average,10,9,8,3,8.0
RM1363,45,36-45,No,Travel_Frequently,Research & Development,1,Medical,Poor,Male,2,Healthcare Representative,Average,Single,5399,Y,No,12,Average,12,4,2,0,3.0
RM1455,45,36-45,No,Travel_Rarely,Sales,20,Life Sciences,Good,Female,2,Sales Executive,Average,Single,4850,Y,No,15,Average,8,5,3,0,1.0
RM030,46,46-55,No,Travel_Rarely,Sales,2,Marketing,Poor,Female,5,Manager,Poor,Single,18947,Y,No,12,Average,22,2,2,2,3.0
RM049,46,46-55,No,Travel_Frequently,Sales,5,Marketing,Poor,Male,2,Sales Executive,Good,Single,5772,Y,Yes,21,Good,14,9,6,0,8.0
RM080,46,46-55,No,Travel_Rarely,Human Resources,5,Medical,Poor,Male,2,Human Resources,Poor,Divorced,5021,Y,Yes,22,Good,16,4,2,0,2.0
RM090,46,46-55,Yes,Travel_Rarely,Sales,9,Medical,Average,Male,3,Sales Executive,Good,Single,9619,Y,No,16,Average,9,9,8,4,7.0
RM094,46,46-55,No,Travel_Frequently,Research & Development,1,Medical,Average,Male,3,Healthcare Representative,Poor,Married,10673,Y,Yes,13,Average,21,10,9,9,5.0
RM179,46,46-55,No,Travel_Rarely,Sales,1,Marketing,Poor,Female,3,Sales Executive,Poor,Divorced,10453,Y,No,25,Good,24,24,13,15,7.0
RM210,46,46-55,No,Travel_Rarely,Research & Development,1,Medical,Good,Male,3,Healthcare Representative,Poor,Divorced,9396,Y,No,16,Average,17,4,2,0,3.0
RM264,46,46-55,No,Travel_Rarely,Sales,2,Technical Degree,Average,Female,4,Manager,Poor,Married,16872,Y,Yes,12,Average,28,7,7,7,7.0
RM366,46,46-55,No,Non_Travel,Research & Development,7,Medical,Average,Female,2,Manufacturing Director,Average,Married,5258,Y,No,14,Average,7,1,0,0,0.0
RM413,46,46-55,No,Travel_Rarely,Research & Development,18,Medical,Average,Female,2,Manufacturing Director,Average,Divorced,4810,Y,No,14,Average,19,10,7,0,8.0
RM430,46,46-55,No,Travel_Rarely,Research & Development,2,Life Sciences,Poor,Male,4,Research Director,Average,Married,17861,Y,No,13,Average,26,3,2,0,1.0
RM434,46,46-55,No,Travel_Rarely,Sales,10,Marketing,Average,Female,3,Sales Executive,Good,Married,9071,Y,Yes,19,Average,15,3,2,1,2.0
RM466,46,46-55,No,Travel_Frequently,Research & Development,18,Medical,Poor,Female,3,Healthcare Representative,Average,Married,10527,Y,No,11,Average,28,2,2,1,2.0
RM724,46,46-55,No,Travel_Rarely,Research & Development,7,Medical,Good,Male,3,Manufacturing Director,Average,Divorced,10845,Y,No,13,Average,13,8,7,0,7.0
RM771,46,46-55,No,Travel_Rarely,Research & Development,1,Medical,Good,Male,5,Research Director,Good,Divorced,19627,Y,No,17,Average,23,2,2,2,2.0
RM779,46,46-55,No,Travel_Rarely,Research & Development,8,Life Sciences,Good,Female,2,Research Scientist,Poor,Divorced,4615,Y,Yes,23,Good,19,16,13,1,7.0
RM811,46,46-55,No,Travel_Rarely,Sales,3,Marketing,Poor,Male,4,Manager,Average,Married,17465,Y,No,12,Average,23,12,9,4,9.0
RM862,46,46-55,No,Travel_Rarely,Sales,2,Marketing,Average,Female,4,Manager,Poor,Married,17048,Y,No,23,Good,28,26,15,15,9.0
RM870,46,46-55,No,Travel_Rarely,Research & Development,15,Life Sciences,Good,Male,5,Research Director,Poor,Married,19081,Y,No,11,Average,25,4,2,0,3.0
RM878,46,46-55,No,Travel_Rarely,Research & Development,2,Technical Degree,Good,Male,2,Manufacturing Director,Good,Divorced,7379,Y,No,11,Average,12,6,3,1,4.0
RM917,46,46-55,No,Travel_Rarely,Sales,4,Marketing,Good,Female,5,Manager,Poor,Married,18789,Y,No,14,Average,26,11,4,0,8.0
RM944,46,46-55,No,Travel_Rarely,Human Resources,1,Life Sciences,Good,Female,1,Human Resources,Poor,Single,3423,Y,No,12,Average,10,7,6,5,7.0
RM1032,46,46-55,Yes,Travel_Rarely,Sales,9,Marketing,Poor,Male,3,Sales Executive,Good,Divorced,10096,Y,No,11,Average,28,7,7,4,3.0
RM1081,46,46-55,No,Travel_Rarely,Sales,3,Life Sciences,Average,Female,4,Manager,Poor,Married,16606,Y,No,12,Average,23,13,12,5,1.0
RM1136,46,46-55,No,Travel_Rarely,Sales,1,Life Sciences,Good,Male,4,Manager,Poor,Single,17567,Y,No,15,Average,27,26,0,0,12.0
RM1232,46,46-55,No,Travel_Rarely,Research & Development,13,Life Sciences,Average,Male,2,Healthcare Representative,Poor,Single,5562,Y,No,14,Average,19,10,7,0,9.0
RM1236,46,46-55,No,Travel_Rarely,Sales,2,Life Sciences,Average,Male,3,Sales Executive,Good,Divorced,10368,Y,Yes,12,Average,13,10,6,0,3.0
RM1278,46,46-55,No,Travel_Rarely,Research & Development,2,Medical,Average,Male,5,Research Director,Good,Divorced,19328,Y,Yes,17,Average,24,2,1,2,2.0
RM1286,46,46-55,No,Non_Travel,Sales,26,Life Sciences,Poor,Male,2,Sales Executive,Poor,Single,7991,Y,No,15,Average,6,2,2,2,2.0
RM1299,46,46-55,Yes,Travel_Rarely,Research & Development,21,Medical,Good,Female,2,Healthcare Representative,Poor,Married,8926,Y,No,22,Good,13,9,7,3,7.0
RM1323,46,46-55,No,Travel_Rarely,Research & Development,2,Life Sciences,Good,Male,3,Manufacturing Director,Good,Divorced,8578,Y,No,14,Average,12,9,8,4,7.0
RM1328,46,46-55,No,Travel_Rarely,Sales,3,Technical Degree,Poor,Female,4,Sales Executive,Poor,Divorced,13225,Y,No,12,Average,25,19,17,2,8.0
RM1334,46,46-55,Yes,Travel_Rarely,Sales,10,Life Sciences,Average,Female,3,Sales Executive,Poor,Married,7314,Y,No,21,Good,14,8,7,0,7.0
RM272,47,46-55,Yes,Non_Travel,Research & Development,29,Life Sciences,Poor,Male,3,Manager,Poor,Married,11849,Y,Yes,12,Average,10,10,7,9,9.0
RM330,47,46-55,No,Travel_Rarely,Research & Development,5,Life Sciences,Good,Male,5,Research Director,Average,Married,18300,Y,No,11,Average,21,3,2,1,1.0
RM348,47,46-55,No,Travel_Frequently,Sales,4,Medical,Poor,Male,2,Sales Representative,Average,Single,2976,Y,No,19,Average,5,0,0,0,0.0
RM429,47,46-55,No,Travel_Rarely,Research & Development,2,Medical,Poor,Female,2,Manufacturing Director,Good,Divorced,5070,Y,No,13,Average,20,5,0,0,4.0
RM533,47,46-55,No,Travel_Rarely,Sales,14,Marketing,Good,Male,2,Sales Executive,Poor,Single,4960,Y,No,12,Average,20,7,7,1,7.0
RM545,47,46-55,No,Travel_Frequently,Sales,3,Medical,Good,Female,4,Sales Executive,Average,Divorced,13770,Y,Yes,12,Average,28,22,2,11,13.0
RM567,47,46-55,Yes,Travel_Frequently,Sales,27,Life Sciences,Poor,Female,2,Sales Executive,Average,Single,6397,Y,Yes,12,Average,8,5,4,1,3.0
RM593,47,46-55,No,Travel_Rarely,Research & Development,2,Other,Average,Female,4,Manager,Good,Married,16752,Y,Yes,11,Average,26,26,14,3,0.0
RM652,47,46-55,No,Travel_Rarely,Sales,2,Marketing,Average,Female,2,Sales Executive,Good,Married,4537,Y,Yes,22,Good,8,7,6,7,7.0
RM666,47,46-55,No,Travel_Rarely,Sales,2,Life Sciences,Good,Female,1,Sales Representative,Good,Single,3294,Y,Yes,18,Average,3,3,2,1,2.0
RM708,47,46-55,No,Travel_Frequently,Research & Development,16,Medical,Average,Male,2,Manufacturing Director,Average,Divorced,5067,Y,Yes,19,Average,20,19,10,2,7.0
RM720,47,46-55,No,Travel_Rarely,Sales,4,Life Sciences,Good,Female,2,Sales Executive,Good,Single,4163,Y,Yes,17,Average,9,9,0,0,7.0
RM1021,47,46-55,No,Travel_Rarely,Research & Development,1,Technical Degree,Poor,Male,1,Research Scientist,Good,Married,3420,Y,No,12,Average,17,6,5,1,2.0
RM1025,47,46-55,No,Travel_Rarely,Research & Development,2,Medical,Poor,Female,4,Research Director,Average,Married,17169,Y,No,19,Average,26,20,17,5,6.0
RM1068,47,46-55,No,Travel_Rarely,Sales,14,Medical,Average,Female,2,Sales Executive,Average,Married,4591,Y,Yes,17,Average,11,5,4,1,2.0
RM1155,47,46-55,No,Travel_Rarely,Human Resources,26,Life Sciences,Good,Female,5,Manager,Average,Married,19658,Y,No,11,Average,27,5,2,1,0.0
RM1195,47,46-55,No,Travel_Rarely,Sales,2,Life Sciences,Poor,Female,4,Manager,Poor,Divorced,15972,Y,No,14,Average,29,3,2,1,2.0
RM1224,47,46-55,Yes,Travel_Frequently,Sales,9,Life Sciences,Average,Male,4,Sales Executive,Average,Married,12936,Y,No,11,Average,25,23,5,14,10.0
RM1235,47,46-55,No,Non_Travel,Sales,2,Marketing,Average,Male,2,Sales Executive,Poor,Married,4978,Y,No,11,Average,4,1,0,0,0.0
RM1304,47,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,Average,Female,3,Manufacturing Director,Poor,Divorced,10333,Y,Yes,12,Average,28,22,11,14,10.0
RM1322,47,46-55,No,Travel_Rarely,Research & Development,9,Life Sciences,Poor,Female,1,Laboratory Technician,Average,Single,2105,Y,No,12,Average,7,2,2,2,0.0
RM1371,47,46-55,No,Non_Travel,Research & Development,14,Technical Degree,Average,Male,2,Research Scientist,Poor,Married,5467,Y,No,18,Average,16,8,7,1,7.0
RM1415,47,46-55,No,Travel_Rarely,Research & Development,25,Medical,Poor,Male,3,Healthcare Representative,Average,Single,8633,Y,No,23,Good,25,17,14,12,11.0
RM1422,47,46-55,No,Non_Travel,Research & Development,1,Medical,Average,Female,3,Research Director,Poor,Married,11957,Y,No,18,Average,14,13,8,5,12.0
RM051,48,46-55,Yes,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Male,3,Laboratory Technician,Average,Single,5381,Y,Yes,13,Average,23,1,0,0,0.0
RM353,48,46-55,No,Travel_Rarely,Sales,29,Medical,Poor,Female,3,Manager,Average,Married,12504,Y,No,21,Good,15,0,0,0,0.0
RM445,48,46-55,No,Travel_Rarely,Sales,2,Marketing,Poor,Female,2,Sales Executive,Good,Married,4051,Y,No,14,Average,14,9,7,6,7.0
RM493,48,46-55,No,Travel_Rarely,Research & Development,1,Life Sciences,Good,Female,4,Manager,Poor,Married,15402,Y,No,11,Average,21,3,2,0,2.0
RM521,48,46-55,No,Travel_Rarely,Sales,2,Marketing,Poor,Male,2,Sales Executive,Poor,Married,8120,Y,No,12,Average,12,2,2,2,2.0
RM679,48,46-55,No,Travel_Rarely,Research & Development,20,Medical,Good,Male,1,Research Scientist,Average,Married,2259,Y,No,17,Average,13,0,0,0,0.0
RM736,48,46-55,No,Travel_Rarely,Research & Development,6,Life Sciences,Poor,Male,2,Healthcare Representative,Average,Single,4240,Y,No,13,Average,19,2,2,2,2.0
RM737,48,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,Average,Male,3,Healthcare Representative,Average,Single,10999,Y,No,14,Average,27,15,11,4,8.0
RM805,48,46-55,No,Non_Travel,Research & Development,1,Medical,Poor,Male,4,Manager,Good,Single,16885,Y,No,22,Good,27,5,4,2,1.0
RM902,48,46-55,No,Travel_Rarely,Research & Development,2,Technical Degree,Good,Male,1,Laboratory Technician,Poor,Single,2559,Y,No,11,Average,7,1,0,0,0.0
RM905,48,46-55,No,Travel_Rarely,Research & Development,1,Life Sciences,Good,Male,5,Research Director,Good,Single,18265,Y,No,12,Average,25,1,0,0,0.0
RM970,48,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,Good,Male,3,Manufacturing Director,Good,Single,7898,Y,No,11,Average,11,10,9,0,8.0
RM1039,48,46-55,No,Travel_Rarely,Sales,7,Marketing,Average,Male,2,Sales Executive,Poor,Divorced,5486,Y,No,11,Average,15,2,2,2,2.0
RM1104,48,46-55,No,Travel_Rarely,Sales,16,Life Sciences,Average,Female,2,Sales Executive,Average,Divorced,6439,Y,No,14,Average,18,8,7,7,7.0
RM1115,48,46-55,No,Travel_Rarely,Research & Development,15,Other,Average,Female,1,Research Scientist,Poor,Married,2367,Y,No,12,Average,10,8,2,7,6.0
RM1167,48,46-55,No,Travel_Frequently,Research & Development,4,Medical,Average,Male,4,Manager,Good,Married,15202,Y,No,25,Good,23,2,2,2,2.0
RM1205,48,46-55,Yes,Travel_Frequently,Sales,7,Medical,Good,Female,1,Sales Representative,Average,Married,2655,Y,Yes,11,Average,19,9,7,7,7.0
RM1332,48,46-55,No,Travel_Rarely,Research & Development,10,Life Sciences,Good,Male,5,Research Director,Poor,Married,19665,Y,No,12,Average,29,22,10,12,9.0
RM1352,48,46-55,No,Travel_Frequently,Research & Development,22,Medical,Good,Female,4,Manager,Good,Divorced,17174,Y,No,11,Average,24,22,17,4,7.0
RM002,49,46-55,No,Travel_Frequently,Research & Development,8,Life Sciences,Average,Male,2,Research Scientist,Poor,Married,5130,Y,No,23,Good,10,10,7,1,7.0
RM130,49,46-55,No,Travel_Rarely,Research & Development,20,Medical,Average,Female,2,Manufacturing Director,Poor,Married,6567,Y,No,14,Average,16,15,11,5,11.0
RM202,49,46-55,No,Non_Travel,Research & Development,18,Life Sciences,Good,Male,2,Manufacturing Director,Good,Divorced,6804,Y,Yes,15,Average,7,7,7,1,7.0
RM291,49,46-55,No,Travel_Frequently,Research & Development,10,Life Sciences,Average,Female,5,Research Director,Poor,Single,18665,Y,Yes,11,Average,22,3,2,1,2.0
RM317,49,46-55,No,Travel_Rarely,Research & Development,1,Technical Degree,Average,Female,4,Healthcare Representative,Average,Single,13964,Y,Yes,12,Average,25,7,1,0,7.0
RM376,49,46-55,No,Travel_Rarely,Research & Development,7,Other,Poor,Male,3,Healthcare Representative,Average,Single,10965,Y,No,24,Good,26,5,2,0,0.0
RM474,49,46-55,No,Travel_Rarely,Research & Development,18,Life Sciences,Good,Male,5,Research Director,Average,Divorced,19502,Y,Yes,17,Average,31,31,9,0,9.0
RM608,49,46-55,Yes,Travel_Rarely,Sales,11,Marketing,Average,Female,3,Sales Executive,Good,Married,7654,Y,No,18,Average,9,9,8,7,7.0
RM640,49,46-55,No,Travel_Rarely,Research & Development,1,Technical Degree,Average,Female,1,Research Scientist,Poor,Married,3580,Y,No,16,Average,7,4,2,0,2.0
RM678,49,46-55,No,Travel_Rarely,Research & Development,8,Other,Poor,Female,3,Laboratory Technician,Poor,Married,7403,Y,No,11,Average,29,26,9,1,7.0
RM822,49,46-55,No,Travel_Rarely,Sales,8,Technical Degree,Good,Male,4,Sales Executive,Poor,Married,13120,Y,No,17,Average,22,9,8,2,3.0
RM900,49,46-55,No,Travel_Rarely,Research & Development,4,Medical,Poor,Male,5,Manager,Average,Married,18711,Y,No,13,Average,23,1,0,0,0.0
RM1007,49,46-55,Yes,Travel_Frequently,Research & Development,28,Life Sciences,Poor,Male,2,Laboratory Technician,Poor,Single,4284,Y,No,20,Good,20,4,3,1,3.0
RM1045,49,46-55,No,Travel_Rarely,Research & Development,5,Technical Degree,Poor,Male,2,Healthcare Representative,Average,Married,6651,Y,No,14,Average,20,3,2,1,2.0
RM1055,49,46-55,No,Travel_Rarely,Research & Development,7,Life Sciences,Average,Male,3,Healthcare Representative,Poor,Divorced,10466,Y,No,14,Average,29,8,7,0,7.0
RM1072,49,46-55,No,Travel_Rarely,Research & Development,3,Medical,Average,Female,2,Laboratory Technician,Poor,Married,4789,Y,No,25,Good,10,3,2,1,2.0
RM1148,49,46-55,No,Travel_Rarely,Research & Development,25,Life Sciences,Average,Female,1,Laboratory Technician,Poor,Married,3211,Y,No,14,Average,10,9,6,1,4.0
RM1177,49,46-55,No,Travel_Rarely,Research & Development,22,Other,Poor,Female,4,Research Director,Poor,Married,16413,Y,No,16,Average,27,4,2,1,2.0
RM1182,49,46-55,No,Travel_Rarely,Research & Development,6,Life Sciences,Average,Female,4,Healthcare Representative,Average,Married,13966,Y,Yes,19,Average,30,15,11,2,12.0
RM1193,49,46-55,No,Travel_Rarely,Research & Development,16,Medical,Good,Female,1,Laboratory Technician,Poor,Divorced,2587,Y,Yes,16,Average,17,2,2,2,2.0
RM1196,49,46-55,No,Travel_Rarely,Research & Development,1,Life Sciences,Average,Male,4,Manager,Average,Single,15379,Y,No,14,Average,23,8,7,0,0.0
RM1255,49,46-55,No,Travel_Rarely,Sales,11,Marketing,Good,Female,2,Sales Executive,Good,Single,4507,Y,No,12,Average,8,5,1,0,4.0
RM1378,49,46-55,No,Travel_Frequently,Research & Development,2,Life Sciences,Poor,Male,5,Research Director,Good,Married,19161,Y,No,15,Average,28,5,4,4,3.0
